#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
sovran.me,suspend,false,false,Soapbox detected on sovran.me at 2023-08-05 by soapblock.sh,false
spearman.xyz,suspend,false,false,Soapbox detected on spearman.xyz at 2023-08-05 by soapblock.sh,false
spergi.ng,suspend,false,false,Soapbox detected on spergi.ng at 2024-02-03 by soapblock.sh,false
spooky.social,suspend,false,false,Soapbox detected on spooky.social at 2023-08-05 by soapblock.sh,false
squeeble.lol,suspend,false,false,Soapbox detected on squeeble.lol at 2023-08-05 by soapblock.sh,false
stale.link,suspend,false,false,Soapbox detected on social.stale.link at 2023-08-12 by soapblock.sh,false
stamper.net,suspend,false,false,Soapbox detected on esocial.stamper.net at 2023-08-11 by soapblock.sh,false
storkeus.xyz,suspend,false,false,Soapbox detected on social.storkeus.xyz at 2023-08-12 by soapblock.sh,false
stormcloak.info,suspend,false,false,Soapbox detected on stormcloak.info at 2023-08-05 by soapblock.sh,false
stuartpb.com,suspend,false,false,Soapbox detected on stuartpb.com at 2023-08-05 by soapblock.sh,false
subvisual.co,suspend,false,false,Soapbox detected on fedi.subvisual.co at 2023-08-11 by soapblock.sh,false
sugar-free-jazz.com,suspend,false,false,Soapbox detected on p.sugar-free-jazz.com at 2023-09-28 by soapblock.sh,false
surberus.com,suspend,false,false,Soapbox detected on surberus.com at 2024-03-28 by soapblock.sh,false
suzu.eu.org,suspend,false,false,Soapbox detected on suzu.eu.org at 2023-08-05 by soapblock.sh,false
svltan.at,suspend,false,false,Soapbox detected on svltan.at at 2023-08-05 by soapblock.sh,false
synth.zip,suspend,false,false,Soapbox detected on synth.zip at 2023-08-05 by soapblock.sh,false
takehi.to,suspend,false,false,Soapbox detected on social.takehi.to at 2023-08-12 by soapblock.sh,false
talokan.social,suspend,false,false,Soapbox detected on talokan.social at 2023-08-05 by soapblock.sh,false
teichisma.info,suspend,false,false,Soapbox detected on epi.teichisma.info at 2023-08-05 by soapblock.sh,false
teleyal.blog,suspend,false,false,Soapbox detected on pl.teleyal.blog at 2024-02-03 by soapblock.sh,false
tenhou.in,suspend,false,false,Soapbox detected on tenhou.in at 2023-08-12 by soapblock.sh,false
tevps.net,suspend,false,false,Soapbox detected on pleroma.tevps.net at 2023-08-12 by soapblock.sh,false
theepicblock.nl,suspend,false,false,Soapbox detected on fedi.theepicblock.nl at 2023-08-05 by soapblock.sh,false
thefire.work,suspend,false,false,Soapbox detected on thefire.work at 2023-08-12 by soapblock.sh,false
thefloatinglab.world,suspend,false,false,Soapbox detected on fediverse.thefloatinglab.world at 2023-08-11 by soapblock.sh,false
themiddleofthestreet.xyz,suspend,false,false,Soapbox detected on themiddleofthestreet.xyz at 2023-08-12 by soapblock.sh,false
theredcaps.net,suspend,false,false,Soapbox detected on social.theredcaps.net at 2023-08-05 by soapblock.sh,false
thisawfuldungeon.art,suspend,false,false,Soapbox detected on pleroma.thisawfuldungeon.art at 2023-08-12 by soapblock.sh,false
tmprs.net,suspend,false,false,Soapbox detected on social.tmprs.net at 2023-08-12 by soapblock.sh,false
togethr.party,suspend,false,false,Soapbox detected on togethr.party at 2023-08-12 by soapblock.sh,false
tpo.world,suspend,false,false,Soapbox detected on tpo.world at 2023-08-12 by soapblock.sh,false
treeoflifecomic.com,suspend,false,false,Soapbox detected on fedi.treeoflifecomic.com at 2023-08-05 by soapblock.sh,false
triangle.social,suspend,false,false,Soapbox detected on triangle.social at 2023-08-12 by soapblock.sh,false
troeterei.de,suspend,false,false,Soapbox detected on troeterei.de at 2024-02-03 by soapblock.sh,false
truthsocial.com,suspend,false,false,Soapbox detected on truthsocial.com at 2023-08-12 by soapblock.sh,false
twhtv.club,suspend,false,false,Soapbox detected on twhtv.club at 2023-08-05 by soapblock.sh,false
twt.rip,suspend,false,false,Soapbox detected on twt.rip at 2024-02-03 by soapblock.sh,false
uden.ai,suspend,false,false,Soapbox detected on social.uden.ai at 2023-08-05 by soapblock.sh,false
ugoday.co,suspend,false,false,Soapbox detected on social.ugoday.co at 2023-08-05 by soapblock.sh,false
ummah.ps,suspend,false,false,Soapbox detected on ummah.ps at 2024-02-03 by soapblock.sh,false
unam.social,suspend,false,false,Soapbox detected on unam.social at 2024-02-03 by soapblock.sh,false
undeadnetwork.de,suspend,false,false,Soapbox detected on anti.undeadnetwork.de at 2023-08-11 by soapblock.sh,false
unigiri.net,suspend,false,false,Soapbox detected on pleroma.unigiri.net at 2023-08-12 by soapblock.sh,false
updog.no,suspend,false,false,Soapbox detected on updog.no at 2023-08-05 by soapblock.sh,false
utrera.social,suspend,false,false,Soapbox detected on utrera.social at 2024-05-07 by soapblock.sh,false
vikalp.social,suspend,false,false,Soapbox detected on vikalp.social at 2023-08-05 by soapblock.sh,false
vinaymanro.com,suspend,false,false,Soapbox detected on www.vinaymanro.com at 2023-08-05 by soapblock.sh,false
vitrubio.net,suspend,false,false,Soapbox detected on social.vitrubio.net at 2024-02-03 by soapblock.sh,false
vocalfry.social,suspend,false,false,Soapbox detected on vocalfry.social at 2024-02-03 by soapblock.sh,false
voltaicforge.com,suspend,false,false,Soapbox detected on fedi.voltaicforge.com at 2023-08-15 by soapblock.sh,false
voltrina.net,suspend,false,false,Soapbox detected on pl.voltrina.net at 2024-04-09 by soapblock.sh,false
vox.social,suspend,false,false,Soapbox detected on vox.social at 2023-08-13 by soapblock.sh,false
vpx.moe,suspend,false,false,Soapbox detected on soapbox.vpx.moe at 2023-08-13 by soapblock.sh,false
vrutkovs.eu,suspend,false,false,Soapbox detected on social.vrutkovs.eu at 2023-08-05 by soapblock.sh,false
vsieti.sk,suspend,false,false,Soapbox detected on podhubie.vsieti.sk at 2023-08-05 by soapblock.sh,false
were.social,suspend,false,false,Soapbox detected on were.social at 2023-08-05 by soapblock.sh,false
westergaard.social,suspend,false,false,Soapbox detected on westergaard.social at 2023-08-05 by soapblock.sh,false
whoseknowledge.social,suspend,false,false,Soapbox detected on whoseknowledge.social at 2023-08-05 by soapblock.sh,false
winther.social,suspend,false,false,Soapbox detected on winther.social at 2023-08-12 by soapblock.sh,false
wisebuilders.win,suspend,false,false,Soapbox detected on wisebuilders.win at 2023-08-05 by soapblock.sh,false
wiwi.blog,suspend,false,false,Soapbox detected on wiwi.blog at 2024-02-03 by soapblock.sh,false
woln.eu,suspend,false,false,Soapbox detected on woln.eu at 2023-08-05 by soapblock.sh,false
woodynet.net,suspend,false,false,Soapbox detected on pleroma.woodynet.net at 2023-08-05 by soapblock.sh,false
x0.dk,suspend,false,false,Soapbox detected on x0.dk at 2023-08-05 by soapblock.sh,false
xarxa.cloud,suspend,false,false,Soapbox detected on plrm.xarxa.cloud at 2023-08-12 by soapblock.sh,false
xinu.me,suspend,false,false,Soapbox detected on fedi.xinu.me at 2023-08-11 by soapblock.sh,false
xion.social,suspend,false,false,Soapbox detected on xion.social at 2023-08-05 by soapblock.sh,false
xscape.top,suspend,false,false,Soapbox detected on xscape.top at 2023-08-05 by soapblock.sh,false
yostme.social,suspend,false,false,Soapbox detected on yostme.social at 2023-08-13 by soapblock.sh,false
zelle.one,suspend,false,false,Soapbox detected on habitat.zelle.one at 2024-02-03 by soapblock.sh,false
zuikou.dev,suspend,false,false,Soapbox detected on pleroma.zuikou.dev at 2024-02-03 by soapblock.sh,false
thechad.zone,suspend,false,false,"",false
pleroma.rareome.ga,suspend,false,false,"",false
albin.social,suspend,false,false,"",false
soc.h4x.group,suspend,false,false,"",false
mstdn.foxfam.club,suspend,false,false,"",false
social.foxfam.club,suspend,false,false,"",false
sinblr.com,suspend,false,false,"",false
wagesofsinisdeath.com,suspend,false,false,"",false
honey.church,suspend,false,false,"",false
mobile.co,suspend,false,false,"",false
gasthe.lgbt,suspend,false,false,"",false
waifuappreciation.club,suspend,false,false,"",false
xn--xn6r8h-xg0c.tk,suspend,false,false,"",false
aria.company,suspend,false,false,"",false
anime.website,suspend,false,false,"",false
pl.765racing.com,suspend,false,false,"",false
nomoresha.me,suspend,false,false,"",false
oneway.masto.host,suspend,false,false,"",false
rightmastodon.com,suspend,false,false,"",false
freespeech.host,suspend,false,false,"",false
social.culturewar.us,suspend,false,false,"",false
twitter.activitypub.actor,suspend,false,false,"",false
gab.com,suspend,false,false,"",false
exited.eu,suspend,false,false,"",false
neckbeard.xyz,suspend,false,false,"",false
beehub.org,suspend,false,false,"",false
gab.sleeck.eu,suspend,false,false,"",false
weedis.life,suspend,false,false,"",false
juche.town,suspend,false,false,"",false
take.iteasy.club,suspend,false,false,"",false
robo.super-niche.club,suspend,false,false,"",false
disarray.nof.st,suspend,false,false,"",false
mstdn.io,suspend,false,false,"",false
accela.online,suspend,false,false,"",false
leftlibertarian.club,suspend,false,false,"",false
speakfree.world,suspend,false,false,"",false
quey.org,suspend,false,false,"",false
gabfed.com,suspend,false,false,"",false
freefedifollowers.ga,suspend,false,false,"",false
fedichive.tk,suspend,false,false,"",false
functor.pro,suspend,false,false,"",false
gendercritical.club,suspend,false,false,"",false
gendercritical.space,suspend,false,false,"",false
justicewarrior.social,suspend,false,false,"",false
liveview.cf,suspend,false,false,"",false
ost.social,suspend,false,false,"",false
lets.bemoe.online,suspend,false,false,"",false
fedi.absturztau.be,suspend,false,false,"",false
ihatebeinga.live,suspend,false,false,"",false
cliterati.club,suspend,false,false,"",false
x0f.org,suspend,false,false,"",false
afterlife.masto.host,suspend,false,false,"",false
buckeye.social,suspend,false,false,"",false
mastodon.starrevolution.org,suspend,false,false,"",false
yorishiro.space,suspend,false,false,"",false
crypto-group-buy.com,suspend,false,false,"",false
search.fedi.app,suspend,false,false,"",false
coom.club,suspend,false,false,"",false
archivefedifor.fun,suspend,false,false,"",false
definitely-not-archivefedifor.fun,suspend,false,false,"",false
fuck-man-i-just-want-like-one-friend.xyz,suspend,false,false,"",false
rawr-xd.club,suspend,false,false,"",false
jpop.club,suspend,false,false,"",false
mentality.rip,suspend,false,false,"",false
princess.cat,suspend,false,false,"",false
inex.rocks,suspend,false,false,"",false
7td.org,suspend,false,false,"",false
wetfish.space,suspend,false,false,"",false
pleroma.comfy.moe,suspend,false,false,"",false
the9thcircle.club,suspend,false,false,"",false
social.sphere.com.ai,suspend,false,false,"",false
wurm.host,suspend,false,false,"",false
sylveon.club,suspend,false,false,"",false
pl.lifeweb.cc,suspend,false,false,"",false
434.earth,suspend,false,false,"",false
traboone.com,suspend,false,false,"",false
societal.co,suspend,false,false,"",false
cock.fish,suspend,false,false,"",false
rayn.bo,suspend,false,false,"",false
gitmo.life,suspend,false,false,"",false
deepnexus.link,suspend,false,false,"",false
daishouri.moe,suspend,false,false,"",false
kisslolis.com,suspend,false,false,"",false
bigguys.club,suspend,false,false,"",false
pl.valkyrie.world,suspend,false,false,"",false
socnet.supes.com,suspend,false,false,"",false
social.snopyta.org,suspend,false,false,"",false
solagg.com,suspend,false,false,"",false
mobile.tmediatech.io,suspend,false,false,"",false
glittersluts.club,suspend,false,false,"",false
social.getgle.org,suspend,false,false,"",false
bitcoinhackers.org,suspend,false,false,"",false
soc.mahodou.moe,suspend,false,false,"",false
shortstackran.ch,suspend,false,false,"",false
sb.greenboys.club,suspend,false,false,"",false
misskey.cafkafk.com,suspend,false,false,"",false
thewallsofnight.com,suspend,false,false,"",false
hunk.city,suspend,false,false,"",false
medic.cafe,suspend,false,false,"",false
vance.land,suspend,false,false,"",false
socks.pinnoto.org,suspend,false,false,"",false
socnet.softgirl.online,suspend,false,false,"",false
chudbuds.lol,suspend,false,false,"",false
social.xcess.one,suspend,false,false,"",false
zztails.online,suspend,false,false,"",false
zztails.wtf,suspend,false,false,"",false
eatthebugs.social,suspend,false,false,"",false
vuju.com,suspend,false,false,"",false
seo.chat,suspend,false,false,"",false
pl.serialmay.link,suspend,false,false,"",false
akko.disqordia.space,suspend,false,false,"",false
koyu.space,suspend,false,false,"",false
miruku.cafe,suspend,false,false,"",false
plma.plus.st,suspend,false,false,"",false
kabuki.club,suspend,false,false,"",false
social.xenofem.me,suspend,false,false,"",false
post.place,suspend,false,false,"",false
snowdin.town,suspend,false,false,"",false
opalstack.social,suspend,false,false,"",false
bylines.social,suspend,false,false,"",false
lizards.live,suspend,false,false,"",false
cryo.icu,suspend,false,false,"",false
worm.pink,suspend,false,false,"",false
outerheaven.club,suspend,false,false,"",false
refusal.llc,suspend,false,false,"",false
frens.mahodou.moe,suspend,false,false,"",false
nationaljustice.social,suspend,false,false,"",false
squid.kids,suspend,false,false,"",false
social.susmaninsurance.com,suspend,false,false,"",false
freedomstrike.net,suspend,false,false,"",false
video.freedomstrike.org,suspend,false,false,"",false
dissident.business,suspend,false,false,"",false
dixies.land,suspend,false,false,"",false
lgbtfree.zone,suspend,false,false,"",false
tnd.lol,suspend,false,false,"",false
mstdn.yukioke.com,suspend,false,false,"",false
fedi.syspxl.xyz,suspend,false,false,"",false
redd.live,suspend,false,false,"",false
ortodogs.info,suspend,false,false,"",false
plague.ee,suspend,false,false,"",false
boks.moe,suspend,false,false,"",false
magicfedi.su,suspend,false,false,"",false
lambright.com,suspend,false,false,"",false
goreslut.xyz,suspend,false,false,"",false
mastodon.hirad.it,suspend,false,false,"",false
fedi.darlow.co.uk,suspend,false,false,"",false
freespeech.fans,suspend,false,false,"",false
kyun.host,suspend,false,false,"",false
collapse.pub,suspend,false,false,"",false
pleromashit.nexus,suspend,false,false,"",false
awootism.club,suspend,false,false,"",false
furcel.club,suspend,false,false,"",false
thoughtful.social,suspend,false,false,"",false
agyilag.zokni.xyz,suspend,false,false,"",false
blackoutstout.space,suspend,false,false,"",false
fediverse.dotnet00.dev,suspend,false,false,"",false
toots.tylerdavis.xyz,suspend,false,false,"",false
misskey.gg,suspend,false,false,"",false
activism.openworlds.info,suspend,false,false,"",false
friends.ravergram.club,suspend,false,false,"",false
mk.phreedom.club,suspend,false,false,"",false
anthro.cc,suspend,false,false,"",false
social.mypdns.org,suspend,false,false,"",false
sharealike.social,suspend,false,false,"",false
kafeneio.social,suspend,false,false,"",false
childlove.space,suspend,false,false,"",false
styxhexenhammer666.com,suspend,false,false,"",false
abraham.su,suspend,false,false,"",false
bsky.brid.gy,suspend,false,false,"",false
social.translunar.academy,suspend,false,false,"",false
social.right.wtf,suspend,false,false,"",false
ak.kabukimono.top,suspend,false,false,"",false
mastodon.deepspace.cafe,suspend,false,false,"",false
socially.drinkingatmy.computer,suspend,false,false,"",false
friendlica.de,suspend,false,false,"",false
bemrose.social,suspend,false,false,"",false
shitposte.rs,suspend,false,false,"",false
netzsphaere.xyz,suspend,false,false,"",false
md.5273.me,suspend,false,false,"",false
momostr.pink,suspend,false,false,"",false
app.heymaven.com,suspend,false,false,"",false
subs4social.xyz,suspend,false,false,"",false
peister.org,suspend,false,false,"",false
agarthangooncave.com,suspend,false,false,"",false
cutecatgirls.cafe,suspend,false,false,"",false
akkoma.nekos.cafe,suspend,false,false,"",false
yuga.surf,suspend,false,false,"",false
pl.absolutelyproprietary.org,suspend,false,false,"",false
caekis.love,suspend,false,false,"",false
majestic12.airforce,suspend,false,false,"",false
activitypub.awakari.app,suspend,false,false,Aggressive crawler and data hoover,false
awakari.com,suspend,false,false,Aggressive crawler and data hoover,false
